"","ampl total power alpha zero","ampl total power beta zero","ampl total power delta zero","ampl total power gamma zero","ampl total power theta zero","approx entropy zero","betw cen e-icoh alpha zero","betw cen e-icoh beta zero","betw cen e-icoh delta zero","betw cen e-icoh gamma zero","betw cen e-icoh theta zero","betw cen e-plv alpha zero","betw cen e-plv beta zero","betw cen e-plv delta zero","betw cen e-plv gamma zero","betw cen e-plv theta zero","betw cen e-wpli alpha zero","betw cen e-wpli beta zero","betw cen e-wpli delta zero","betw cen e-wpli gamma zero","betw cen e-wpli theta zero","clust coef e-icoh alpha zero","clust coef e-icoh beta zero","clust coef e-icoh delta zero","clust coef e-icoh gamma zero","clust coef e-icoh theta zero","clust coef e-plv alpha zero","clust coef e-plv beta zero","clust coef e-plv delta zero","clust coef e-plv gamma zero","clust coef e-plv theta zero","clust coef e-wpli alpha zero","clust coef e-wpli beta zero","clust coef e-wpli delta zero","clust coef e-wpli gamma zero","clust coef e-wpli theta zero","correlation dimension zero","dfa exponent alpha zero","dfa exponent beta zero","dfa exponent delta zero","dfa exponent gamma zero","dfa exponent theta zero","higuchi fractal dim zero","hjorth activity zero","hjorth complexity zero","hjorth mobility zero","katz fractal dim zero","kurtosis ampl alpha zero","kurtosis ampl beta zero","kurtosis ampl delta zero","kurtosis ampl gamma zero","kurtosis ampl theta zero","life time alpha zero","life time beta zero","life time delta zero","life time gamma zero","life time theta zero","lyapunov exponent zero","lzc exhaustive zero","lzc primitive zero","mean ampl alpha zero","mean ampl beta zero","mean ampl delta zero","mean ampl gamma zero","mean ampl theta zero","microstate A zero","microstate B zero","microstate C zero","microstate D zero","microstate E zero","mod index alpha-beta zero","mod index alpha-gamma zero","mod index beta-gamma zero","mod index delta-alpha zero","mod index delta-beta zero","mod index delta-gamma zero","mod index delta-theta zero","mod index theta-alpha zero","mod index theta-beta zero","mod index theta-gamma zero","node str e-icoh alpha zero","node str e-icoh beta zero","node str e-icoh delta zero","node str e-icoh gamma zero","node str e-icoh theta zero","node str e-plv alpha zero","node str e-plv beta zero","node str e-plv delta zero","node str e-plv gamma zero","node str e-plv theta zero","node str e-wpli alpha zero","node str e-wpli beta zero","node str e-wpli delta zero","node str e-wpli gamma zero","node str e-wpli theta zero","permutation entropy zero","range asymmetry alpha zero","range asymmetry beta zero","range asymmetry delta zero","range asymmetry gamma zero","range asymmetry theta zero","range coef var alpha zero","range coef var beta zero","range coef var delta zero","range coef var gamma zero","range coef var theta zero","relative ampl alpha zero","relative ampl beta zero","relative ampl delta zero","relative ampl gamma zero","relative ampl theta zero","rqa determinism zero","rqa entropy zero","rqa laminarity zero","rqa max diagonal zero","rqa max vertical zero","rqa mean diagonal zero","rqa rte zero","rqa trapping time zero","sample entropy zero","skewness ampl alpha zero","skewness ampl beta zero","skewness ampl delta zero","skewness ampl gamma zero","skewness ampl theta zero","spectral entropy alpha zero","spectral entropy beta zero","spectral entropy delta zero","spectral entropy gamma zero","spectral entropy theta zero","std ampl alpha zero","std ampl beta zero","std ampl delta zero","std ampl gamma zero","std ampl theta zero","waiting time alpha zero","waiting time beta zero","waiting time delta zero","waiting time gamma zero","waiting time theta zero"
"life time beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183548748245802,0,0,1.29785071578681e-12,0,0,0,0.000104014219677429,5.58448695064939e-08,0.000289279500460538,0,1.82076576038526e-14,0.139103141157258,6.7346128673762e-13,0.266787752256762,2.64370747515841e-11,3.52355922217384e-11,0.0670813642372955,0.128496249840476,0,4.66293670342566e-15,0.16682040415686,0.00536129853850797,0,0,0,0.270986967430064,0,0.761723119385507,0.832100561925528,0,0,0.0203544725972605,5.08038056068472e-13,0.0048681512021318,0,0.0732573907668497,0,0.592175575838137,0.703018538897608,0,0,0,1.42055490703896e-08,0.000557388665634484,0.132487395834236,0,0,0,0.00479371255202166,0.170383149993808,0.00410601158157509,0,0,0,4.32342749379089e-08,0.0303240148514887,0,0,0,0,1.57538309777383e-05,0,1.1062653171301e-07,0.0345455283131357,0,4.33331362850176e-05,0,0,0,0,0,0,0,2.25172480661229e-09,0.0376938429609466,2.21933582622569e-13,2.52788025845163e-06,3.51593676395368e-09,0.00055366584845129,0,3.68019243190965e-07,0,0.0399736015899519,0,1.38817793249313e-06
"life time delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887993192604397,0.043162934703052,0.00263750854714417,0.00940100738141592,0.0106688522764437,8.88417281963427e-08,1.89848137210902e-14,0,4.39442086830333e-07,0,0.106741182261713,0.540047660837889,0.183558060041827,0.0987098615053522,0.309024223258645,0.3671799408188,0.184351325534774,0.399611656326926,0.341864254363573,5.10121791474916e-08,4.70099137261926e-06,8.59312621059871e-14,0.0524961834739148,0.0503861364339058,5.42711826911901e-06,0.652966803746526,0.388625756954747,0.31314457610429,0.243827595249367,0.00550039114689238,0.309089657922336,0.273244969618577,6.57098615941543e-06,0.153714172254531,0.0107595554453197,0.671196425573594,0.355961548176666,0.171644320491976,0.390663971525509,0.100293034882181,2.14544533265748e-05,0.000228107311201153,0.056993212070602,0,0.112059134068344,4.89596580166562e-07,0.00041392812272989,0.00564915398271915,0,0.16915555737929,0,0.168965867502339,0.182950636511833,0.145514229109517,0.000643556935644662,0.180119487734412,0.00136492171266922,2.14566617796619e-05,0.00181487190611107,4.59220888648915e-07,8.84429008765064e-05,0.000170504851778386,0.191045859899882,4.67243048580812e-05,1.14941044127015e-07,0.284078223690221,0.676046420027014,6.88338275267597e-15,3.13316491089566e-05,0.52175590139458,0.188850545087142,0.136023313241643,0.125687863440459,0.000148910589905293,0.159735989746264,7.33618321646645e-09,3.41948691584548e-14,0,1.27496768698165e-07,0,0.366546967765205,0.0629845870878527,0,0.0118080803282117,0.00024403653953009
"life time gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140035861522225,0,0,0,8.30210776729956e-05,1.33591830930868e-08,3.64354102444508e-11,0,6.43973763203576e-12,0.000213112600930376,0,4.74005072836903e-06,0,0,0.0634660269081007,1.96809235575301e-12,0,0,0.476766404429069,0.00138885437934821,0,0,7.22329973612545e-10,0.0672364342113569,0,0.321468111774957,0.000831937974417052,0,0,0.00317426551402999,1.66977542903624e-13,0.0607209276495975,0,0.000339444856655602,2.75760092538491e-09,0.645580391965126,0.000761189996209222,0,0,0,1.800781745942e-13,6.92988844086528e-09,0.0194615542576451,0,0,0,1.36883679946465e-08,0.00537694646366704,6.27580477272627e-05,0,0,3.48610029732299e-14,0,0.082351374081207,0,0,0,0,0,0,0,3.16253954135703e-07,0,4.83169060316868e-13,0.0658572337834025,0,0,8.15064936476873e-06,0,0,6.66133814775094e-16,0,0.0393427172947967,0,3.51529532394146e-06,5.42875744358184e-10,4.69624339416441e-14,0,0.00490924215776922,0,0.00505411139758738,0,3.63664653946216e-12
"life time theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049566047097942,2.77133871406932e-12,4.07684996872604e-12,1.58623134627334e-07,0.28659100385277,4.74306430797711e-08,0.144681429776409,1.167789198675e-10,9.16714482102066e-11,0.000192427003644413,0.000123671089192201,0.0604938088602707,0,0.000115403581189444,0.00454010035928265,0.398367643761333,0,0.035736602210219,1.625293011287e-09,1.21391785512515e-12,0,9.86766224286839e-11,7.73228439721052e-07,0.537802518090694,0.230191148323526,0.0959869456551343,0.797551153240171,4.00736110961475e-11,0,0.0143816946215078,0.332993435946978,0.902798136456551,8.83695835396381e-06,0.168766950824885,0.690220223579046,0.128516860034577,0.739549224493355,7.92699239582362e-14,3.33066907387547e-16,0,1.11022302462516e-15,0,0.200905048552331,0,1.26005295086884e-09,0,0,0.657309310692737,0,0,4.92862549217321e-07,0,0.00143803926396946,0,5.86401716073937e-09,2.22044604925031e-16,0.000240343814584043,0.000139495494544395,0.00632638453253165,0,0,5.38023359419881e-07,2.32875050865111e-06,0,0.00050677262955201,0.000317794841774521,0.341003642256703,0,0,9.9158270483457e-08,0,0.000420767004242317,0,8.28851409482301e-05,0.261403522094918,7.68616459367877e-08,0.135583799258458,2.13824513650707e-11,0,0.0134021036625558,2.36699938769291e-05,0,0
"lyapunov exponent zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91033441790489e-09,4.81873241309216e-09,4.54458914944667e-10,6.71408484365088e-10,0,0.153993103547311,0,0,0,9.92234014405291e-05,0.119658464178574,0.000489775120695812,0,0,2.33693064899398e-11,9.37221411589917e-11,5.33778021782894e-10,0.00130631442800677,0.000471317433075602,0.55790500544314,0.145685444288408,0.238936028431934,0,1.82702741824414e-11,0.0178569241789214,0.00124113830337391,0.00427552217797644,3.19689163298387e-05,0.000120894390895243,0.515735171409132,0.0136332812764872,0.322262894791163,0,0,0,0.000287438375156324,0.24166441158323,0.00986332672132972,1.99089841723676e-07,9.67443633359544e-06,2.16254791851611e-11,0.0836583386989511,4.04239645535043e-07,0,3.21338301967344e-07,0,0,0,0,0,0,0,0,0,2.5876123466162e-09,0,0,0,0,0,0,0.162748934369645,0,1.46952824353619e-08,0,0,0,0,0,0,6.86065648736189e-11,3.44225759008054e-11,0,0,1.53921075884966e-07,2.26592764551725e-08,0.0271405069628842
"lzc exhaustive zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74405570172598e-09,0,0,0,0,5.19276128463364e-06,0,0,0,0.368284863825899,0,0.194282469103858,0.0479996704351608,0,0,0,0,0,0.151866501903418,0.265360513071994,0.356524928926525,0,0,1.28235200236304e-11,0,3.62546380008322e-05,0,0,0.26196095013622,0.54949332093971,0.0159065960697216,0,0,0,0,0.724753890358826,0.309616387774893,0,0,0.000573355376106255,0.00777913848585676,0.509229630265009,1.13994680361884e-09,0,0,0,0,2.31886954082938e-10,0,0,0,0,0,0,0,0,0,0,0.000196022488675895,0,0.0055265874131516,0,0,0,0,0,7.99110555504967e-10,0,1.11022302462516e-16,0,5.42654787771824e-09,0,0,8.25653945213389e-09,1.33226762955019e-15,0,2.79778739065151e-08
"lzc primitive zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20724505339831e-09,0,0,0,0,8.92293867393867e-06,0,0,0,0.340426315280562,0,0.198698269840076,0.0399100502011964,0,0,0,0,0,0.196610255655438,0.265608512300103,0.320951770915543,0,0,1.65500946280872e-12,0,2.28370322178373e-05,0,0,0.312515354126254,0.554942005409259,0.00969861748563394,0,0,0,0,0.736900009141965,0.292706574984723,0,0,0.00115938436795626,0.00765021072254801,0.504748387381773,1.7052648182414e-10,0,0,0,0,8.58111581791832e-10,0,0,0,0,0,0,0,0,0,0,0.000229739256242256,0,0.00138357667680489,0,0,0,0,0,2.59075183528523e-09,0,0,0,1.39167333212953e-09,0,0,1.27081889012004e-07,3.21964677141295e-15,0,1.91791154069421e-08
"mean ampl alpha zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44089209850063e-16,0,0.0606546494757929,0,0,0,0.0381973501732757,0,0.0150267793373182,0,0,0,0,0,8.57402926435213e-10,0.36761232655895,0.526064017347287,0.499859137232788,0,0,1.58574855557703e-06,0,0.0273271178708376,0,0,0.323712951402793,0.643233892849,0.159036609762377,0,0,0,0,0.0675901382292633,0.0211607565966281,0,0,0.00198029426628521,0,0.390458943085874,0,0,0,0,0,3.6929459490409e-11,0,0,0,0,0,0,0,0,0,0,0.00769138934956692,0,1.22687859871462e-10,0,0,0,0,0,7.63833440942108e-14,0,0,0,0,0,0,0.0444470934453738,0,0,0.000249089232612354
"mean ampl beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354883199554124,0.004470915817261,0,0.184889072690909,3.68607702205814e-06,0,0,0.000420667922414353,0.0448014000522812,1.02583921361976e-05,0,0,0,0,0,0.000590568854563656,0.016742271283114,0.630736583668166,0.492434722515837,2.90375945510846e-10,0,0.0018483202210664,4.09868303052896e-06,0.0768906457648751,0.00444578289984454,1.70716720353514e-05,0.0294730290888556,0.75459009834026,0.196413198738413,5.47356382440967e-10,0,0,0,9.28492449592255e-09,0.0156308273293307,6.13176176500474e-13,0,0.0715955948049565,0,0.304522904959165,0,0,4.94936171170357e-05,0,0,3.43208332724831e-05,0,0,1.11022302462516e-14,0,0,0,0.000193767588646643,5.83688595234833e-08,0,1.81445998226337e-08,6.82898182446934e-11,0,0,0.00594928826577057,0,1.33484215179003e-05,0,0,3.84952198861921e-06,0,0,0,0,0,1.63138951103647e-06,1.33226762955019e-14,0,8.17698713184711e-08,0.00174916711115247
"mean ampl delta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19637633133607e-11,0.000417470856323821,0,0.293417920483711,1.95503613298342e-11,0,0,0.527299279164657,0,0.532071731581756,0.28284637481795,0,0,0,0,0.000678262015750386,0.0191887436161308,0.181195916367456,0.54806940714393,0,0,0.050121038458913,0,0.135509914014452,0,1.9214324417538e-05,0.0157369074944061,0.194898938871013,0.314885719347757,0,0,0,0,3.77475828372553e-15,0.178924230299936,0,0,0.000296776433284185,0,0.4723022476555,0,0,0,0,0,6.88562517003888e-08,0,0,0,0,0,0,0,0,0,0.0570465890859864,0.491750401708045,0,6.04960526118248e-12,0,0,0,0,0,7.65779379463538e-07,0,0,0,0,0,0.00011392379124664,0.0267286964593673,0,9.97352866960455e-10,0
"mean ampl gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552960765531181,0.00273470346580118,0.00032671914425686,0.0129055083343846,0.0648538553766067,1.52311496748325e-11,1.04429576097687e-10,0.000397803043272305,0.231712323704669,6.56258096727314e-05,0.000193280087202319,0,1.11022302462516e-15,4.79131376960318e-05,0,0.625015632429849,0.310267586048155,0.118822200505383,0.57054097177763,0.000364369302347511,0.0699092767681707,4.44089209850063e-16,0.0236545196490805,0,0.134356341841509,0.588804139925779,0.438868133283594,0.0657932987840613,0.31059969432604,0.000901760647695315,4.52782311644029e-09,0,1.98008276441897e-12,1.74055816426488e-08,3.21964677141295e-13,0.00380690252805249,1.11022302462516e-16,0.0437743008572914,0,0.564034376711323,1.23012711128467e-13,2.18458414902312e-05,0.00413968604284631,0,0,0.0321448436925675,9.16442257636874e-08,7.34535821056426e-09,1.62092561595273e-13,0.00380927371921103,0.001330883603471,1.15731439209732e-07,0,3.8502423471698e-11,4.66895411221913e-10,0.496882791411803,0.610603147487035,0,0,7.70836947926457e-05,1.20142195458861e-06,0.00179032412049573,0,0,0.0151737970373917,0,0,0,0,0,0.0950789381581075,0.00842132401355733,0,2.96134228250367e-11,0.0169572116570786
"mean ampl theta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44089209850063e-16,0,0.350730258207406,7.63207275156219e-11,0,0,0.61928809955356,0,0.41182769136575,0.252391233206824,0,0,0,0,5.15775087084336e-08,0.0393985606024134,0.0997536223355469,0.44762764672901,0,0,0.0264315026404529,0,0.180055755813987,0,1.31006316905768e-14,0.0386416877493659,0.0232102955216741,0.218293792962853,0,0,0,0,1.51746861891677e-05,0.0528685744118429,0,0,1.64424736048829e-07,0,0.704361113681653,0,0,0,0,0,1.40998324127395e-14,0,0,0,0,0,0,0,0,0,0.0265316649169616,0.00989154504068201,0,2.39533182263552e-05,0,0,0,0,0,7.3838579695007e-10,0,0,0,0,0,2.17971196647682e-11,5.54287149512334e-09,0,0,0
"microstate A zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38271641201027e-12,2.08939532342356e-11,0,3.65107943878229e-12,0.288745019367759,0,0.0139001779209967,0.000138937256962901,1.26663615103162e-05,0,3.42272876707739e-11,4.22283985557215e-09,0,0.597575675200307,0.117521650735586,0.831622215472848,6.13442630026384e-12,0,0.000599689296197248,4.95600935845886e-08,0.470320196174594,0,0,0.537830933369065,0.179873150307794,0.763514833747977,0,0,0,0.00135620146703497,0.864364586198948,0.72957959373212,1.02740038698812e-12,1.20919430024458e-09,0.375663687757281,0.780584243862779,0.092147207419067,0.245711683185193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99360577730113e-15,0.175149894820561,0,0.49587722070802,1.25706418034888e-05,0,0,0,0,0,0,0.00597975521701788,2.02571293073106e-12,0.044731524713542,0,0,1.59439222897628e-05,0.00504393906392853,1.79138925915368e-11,0.000517680187440916
"microstate B zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96889449039151e-06,0.00275244044659662,0,2.74968377533824e-06,0.00910661262959112,1.11574971484174e-10,0.00153184180014754,2.00326091210901e-05,1.1208973305088e-08,1.81492598727573e-10,0.00162662016999604,0.00171405482129261,6.40607202195831e-06,0.194394628910776,0.446939820912664,0.866298357493,7.85132736602634e-10,0,0.00257756084350746,1.49882772859655e-10,0.306012254910687,0,9.95425963878915e-12,0.0966102636657666,0.171764757883199,0.885779149629736,0,1.44402267920896e-11,2.88657986402541e-15,0.0188211762914074,0.55424711235221,0.299592343964021,6.66133814775094e-16,4.59973792388269e-09,0.38906341555294,0.10918767416505,0.503789101474377,0.176255012953697,5.28532773103052e-12,0,0,3.68894078350834e-06,0,0,2.62012633811537e-14,0,5.46229728115577e-14,0.000404951478801596,2.22044604925031e-16,0,5.71704372731574e-09,2.94941848721919e-12,1.55171223648054e-08,0.223466896144277,2.77174949658843e-11,0.0268413173615963,1.49321331965879e-07,7.89347878171753e-08,0,0,1.58022868912422e-06,0,1.96509475358653e-14,0.00472045992733849,0.00025743170903425,0.00123439174863682,2.33146835171283e-14,2.37473151809553e-07,0.0131706714475492,0.285427182413489,0.000115770272401061,1.17217890773791e-05
"microstate C zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80026499929653e-07,0,0,0,0.125019433994746,0,0.000135964018174062,1.92068583260152e-13,0,0,0,0,3.07578873481873e-09,0.545555448136821,0.680988362326132,0.844080817695941,4.32986979603811e-15,0,0,0,8.80845998363355e-07,0,0,0.418723029094471,0.767967154252836,0.464687375302495,0,0,0,0,0.687786915197428,0.850060983111639,0.000151155492523758,1.98574490184455e-12,0.63092422023022,0.0107671898431441,0.425031954419468,1.45774533555354e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.88737914186277e-15,0,0,0.0029742702370914,0,0.396425984379268,1.59387190112881e-08,0,0,0,0,0,0,0,0,6.59238126432538e-05,0,0,0.000795442181062755,0.00252856509410182,0,0.356136184184101
"microstate D zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41868763800812e-14,3.17159005391865e-06,0.186129814376607,0.0322123721010719,1.14824074914921e-07,0.0412239444964386,0.00992224019059496,0.000418633030111581,0.0269555929056157,0.24390860451457,0.275131312001899,9.99200722162641e-16,1.61626541039794e-08,0.723684819168628,0.565868591431247,0.0785633572846224,0,1.39573640789425e-05,0.0523384855471478,0.222450923401552,1.49594268306075e-07,4.44089209850063e-16,4.7023336335883e-09,0.746910564492946,0.674594911353081,0.0523863708710725,0.0293431730386284,0.000271100606590857,0.569495128669586,0.036451012780364,0.638370657221217,0.000569254831378374,0.403827948177737,0.499879146998371,0.0220985646729459,0.748577651840247,0.000771843053162913,6.75018510376546e-06,4.27659855117835e-06,9.27749376211651e-08,0.155016963856855,0.00127103674850193,9.12574880624906e-05,0.00689885574653104,0.00103233780638567,0.00128025989097713,0.089898089914609,0.00234072195127544,2.70389010426086e-06,0.0192473980102589,0.029907042803953,0.0141399253522814,0.0108518743112479,0.00211094307750381,0.147195483570562,0.558562610428855,0.00962570977725608,1.80989285825106e-06,4.45982564212244e-08,0.145946313991998,0.000827911500294709,0.0934058147198433,0.183782965580626,0.279643419626435,0.00615031309054048,0.31465804899919,0.000103004023446429,0.320621128871389,0.385841157583687,4.32644663594939e-05,0.0375049318098897
"microstate E zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69387864740389e-09,0.26139315016374,0,0.00307052530344076,0.000229054853682631,2.47989692869766e-05,0,0.000497322841654046,2.3560399623479e-05,9.99058772299666e-06,0.155321469786746,0.0100451953209912,0.00403719415843962,3.3439111923883e-07,0,2.44249065417534e-15,0,0.000576526535221222,0,9.41247080277208e-13,0.311673048358109,0.241303847056346,2.01620103013056e-06,1.01342345559807e-06,0,0,1.80198590049585e-07,0.176845005643026,0.826152180431194,1.80861869925053e-08,1.46445707560616e-07,0.0532632250330565,0.449063071263476,0.720350179310721,0.351927489814351,0,0,0,0,0,0,0,0,0,0,0,9.32587340685131e-15,4.16466860997389e-12,0,0,0.40853676172836,0,0.392028189622344,0.0815964885545473,0,0,0,0,0,0,1.93903503442616e-06,4.50861570300276e-13,0.0445530381418717,4.33408864353169e-10,0,0.0363691559824849,0.0736401569280212,0,9.74644553952686e-09
"mod index alpha-beta zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998677502570655,2.57392995806072e-10,0,0,0,0,6.41468074968898e-06,0.157136849562752,0.617236935960237,0.147725648093999,1.45670941806841e-05,0,2.24859271444888e-05,0.000716823889248652,0.138584746901575,4.94391638738989e-10,4.81836792687318e-14,0.201467555156656,0.639146944450564,0.00664572235672423,4.35908349416536e-08,0,0,0,0.0015889993510716,0.72763516013354,7.13784586992006e-11,0,0,7.33657320450831e-08,0.264333521826729,0.0062255598962897,0,0,0,0,9.04831765069503e-14,0,0,0,0,0,0,0,2.31592522936808e-11,0,0,0,0,8.69379523160685e-06,0.000244282092342951,0,0,0,0,0,0,0,0,5.55111512312578e-16,0,0,0,0.00108892398813309,0,0.0386074422879139
"mod index alpha-gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31720759141996e-08,2.94928828248331e-06,0,0,0,0,0,0.0686065983097337,0.473971685326779,0.619531574622571,0.0553415805787008,0.0388235760293665,0,2.43075222972067e-05,0.137912271192184,0.0222008735693021,1.87911436586585e-05,0.0163405746933889,0.32880885936946,0.687925417905479,0.0772256799521447,0.0295378806214581,0,0,0,0.0194280120331827,0.00551117044456118,0.00034139376966591,6.35732843246029e-06,0.00080005375150205,2.14162021450193e-13,2.13029593965075e-12,5.67412028473768e-09,0,0,0,0,2.43453827897255e-06,0,0,0,0,0,0,5.1925525990093e-08,1.18128173909327e-10,0,0,8.32001390005388e-08,0,0,0.0457561734150609,0,0,0,0,1.56785173510698e-07,0,0,0,1.4432899320127e-15,0,0,0.00251471937111847,0.000703686843704476,0.0274418685022577,0.0153642467310847
"mod index beta-gamma zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225822202157715,0.00271385990974982,0,0.277262616878188,0.144364079534545,1.28785870856518e-14,0.000325174612603507,0.2873978831054,0.571816877744107,0.34993661428225,0,0.806195282896386,0.390874995995279,0.290785309456396,0.47164368283146,0.0128961165096972,0.693124979195201,0.392903171063799,0.553956951495929,0.290490854117252,0,0.744863863188692,0.0022812738082848,0.0696047840954511,0.158517045586833,1.53161470617391e-07,0,0.00215012785231927,7.22533144426052e-13,0,1.11022302462516e-16,0,0.00179466639611403,0.279947988671821,0.137638986501266,0.17231012086414,0.000107227851933178,0.372021921268549,0.276439728201698,0.012359338795681,0.280169022757765,0.405489022038147,0.021547930164221,0.0307693540378684,0.001885947811474,0.138523541550529,0.0435649654318372,0.399684362427071,0,0.0388259800960574,1.11541889811217e-05,0.560909150975805,0.162394044460173,0.208942576522269,0.170640161438791,0.000117860793590663,0.319024935042592,0.019077190159044,9.20235730792474e-05,0.510510319900703,3.63396862490539e-07,0.577044173506305,3.4961048500648e-09,1.17965921475616e-08,0.181395250526822,0,0.391630162064553
