"","ampl total power alpha","ampl total power beta","ampl total power delta","ampl total power gamma","ampl total power theta","approx entropy","betw cen e-icoh alpha","betw cen e-icoh beta","betw cen e-icoh delta","betw cen e-icoh gamma","betw cen e-icoh theta","betw cen e-plv alpha","betw cen e-plv beta","betw cen e-plv delta","betw cen e-plv gamma","betw cen e-plv theta","betw cen e-wpli alpha","betw cen e-wpli beta","betw cen e-wpli delta","betw cen e-wpli gamma","betw cen e-wpli theta","betw cen s-lcoh alpha","betw cen s-lcoh beta","betw cen s-lcoh delta","betw cen s-lcoh gamma","betw cen s-lcoh theta","betw cen s-lps alpha","betw cen s-lps beta","betw cen s-lps delta","betw cen s-lps gamma","betw cen s-lps theta","clust coef e-icoh alpha","clust coef e-icoh beta","clust coef e-icoh delta","clust coef e-icoh gamma","clust coef e-icoh theta","clust coef e-plv alpha","clust coef e-plv beta","clust coef e-plv delta","clust coef e-plv gamma","clust coef e-plv theta","clust coef e-wpli alpha","clust coef e-wpli beta","clust coef e-wpli delta","clust coef e-wpli gamma","clust coef e-wpli theta","clust coef s-lcoh alpha","clust coef s-lcoh beta","clust coef s-lcoh delta","clust coef s-lcoh gamma","clust coef s-lcoh theta","clust coef s-lps alpha","clust coef s-lps beta","clust coef s-lps delta","clust coef s-lps gamma","clust coef s-lps theta","correlation dimension","dfa exponent alpha","dfa exponent beta","dfa exponent delta","dfa exponent gamma","dfa exponent theta","higuchi fractal dim","hjorth activity","hjorth complexity","hjorth mobility","katz fractal dim","kurtosis ampl alpha","kurtosis ampl beta","kurtosis ampl delta","kurtosis ampl gamma","kurtosis ampl theta","life time alpha","life time beta","life time delta","life time gamma","life time theta","lyapunov exponent","lzc exhaustive","lzc primitive","mean ampl alpha","mean ampl beta","mean ampl delta","mean ampl gamma","mean ampl theta","microstate A","microstate B","microstate C","microstate D","microstate E","mod index alpha-beta","mod index alpha-gamma","mod index beta-gamma","mod index delta-alpha","mod index delta-beta","mod index delta-gamma","mod index delta-theta","mod index theta-alpha","mod index theta-beta","mod index theta-gamma","node str e-icoh alpha","node str e-icoh beta","node str e-icoh delta","node str e-icoh gamma","node str e-icoh theta","node str e-plv alpha","node str e-plv beta","node str e-plv delta","node str e-plv gamma","node str e-plv theta","node str e-wpli alpha","node str e-wpli beta","node str e-wpli delta","node str e-wpli gamma","node str e-wpli theta","node str s-lcoh alpha","node str s-lcoh beta","node str s-lcoh delta","node str s-lcoh gamma","node str s-lcoh theta","node str s-lps alpha","node str s-lps beta","node str s-lps delta","node str s-lps gamma","node str s-lps theta","permutation entropy","range asymmetry alpha","range asymmetry beta","range asymmetry delta","range asymmetry gamma","range asymmetry theta","range coef var alpha","range coef var beta","range coef var delta","range coef var gamma","range coef var theta","relative ampl alpha","relative ampl beta","relative ampl delta","relative ampl gamma","relative ampl theta","rqa determinism","rqa entropy","rqa laminarity","rqa max diagonal","rqa max vertical","rqa mean diagonal","rqa rte","rqa trapping time","sample entropy","skewness ampl alpha","skewness ampl beta","skewness ampl delta","skewness ampl gamma","skewness ampl theta","source ampl alpha","source ampl beta","source ampl delta","source ampl gamma","source ampl theta","spectral entropy alpha","spectral entropy beta","spectral entropy delta","spectral entropy gamma","spectral entropy theta","std ampl alpha","std ampl beta","std ampl delta","std ampl gamma","std ampl theta","waiting time alpha","waiting time beta","waiting time delta","waiting time gamma","waiting time theta"
"higuchi fractal dim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98007166218872e-10,0,0,0,0.0977277929075664,0.696489337268149,0,0.0100594119860609,0,0,0.0985723933965559,0.0576207145789509,0.0547448649908974,0,0,0,0,8.88178419700125e-16,0,1.16393279218086e-05,0,2.36781243723172e-07,0,0,0,0,4.82497053422293e-09,0,1.96509475358653e-14,0.0676303307394475,0.171958921779876,1.44040335214868e-12,0,0,1.11022302462516e-16,2.19158025061006e-13,0,8.0661325496667e-07,4.76532706872312e-06,0.495669046718361,0.740608250880914,0.000724776566408347,0,0.0100531973030015,0.160234756442071,0.443153275235278,8.05370291123708e-07,8.47408168080932e-08,1.20214616039505e-10,0.643143848376444,0.730432252620124,0.00043018790970506,0.000984455933560668,0.0860600871944983,0.525674297187354,0.731028433845148,1.49650207579288e-05,9.37263731159987e-06,1.06224342786287e-05,0.345653975556709,0.600772430751124,0.00538521963191352,8.96971386055156e-12,0,0,0.0690077906419552,0.000245376738288172,0.00155363281110099,0.287362135653348,0.336781858961486,0.0154779849869355,0.675899724362124,0.00525966016555923,0,0,0,2.13545636729151e-09,0,1.11022302462516e-16,0,0,0,2.15060108610388e-06,0,0,0,4.5861003883374e-10,0,1.00955221959964e-09,0,1.34684707830957e-10,8.74102124015508e-10,0,1.88214221985561e-10,0,0.0268456764444813,0,0,0,0,6.13187323139641e-09,0,0,0,5.04065114095287e-05,0,4.38005949510156e-07,0,0,0.000209395116289923,0.00981529752991506,0
"hjorth activity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109055470984765,0,0,0,0,0,6.66133814775094e-16,0,2.49367044680149e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.86605831734121e-07,0,0,0.0149958802007919,0,0.0301959560497016,2.66897615119888e-13,0,0,0,0,0,0.231109785307155,0.0435269637488876,0.584111743172975,0,0,0.00147256638161153,1.59872115546023e-14,0.0324901078412507,0,0,0.168391091380976,0.0676181303416544,0.230246426680246,0,0,0.0216089633702443,0.000355229051951178,0.71094741300425,0,0,0.0115285695057332,0.00271873891347296,0.79061524328265,0,0,0,0,0.000284361901542018,0.0568657839221558,0,0,0.00144289232180839,0,0.304249654867221,0,0,0,0,0,2.81589940254179e-09,0,0,0,0,0,0,0,0,0,0,0.0729992989448796,0,3.99680288865056e-15,0,0,0,0,0,0,0,0,0,0,8.44828651480611e-11,0,0,0,0,0,0,0.0199928937604774,0,0,2.14181561375426e-10
"hjorth complexity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47024761651704e-09,0,0,0.546687404539556,0,0,0,0,0.00496822499688199,0.00114895671362758,7.45712008444199e-05,1.01896269200097e-12,0,0,0,0,0,0,0,0,0,0,0,0,7.9654599804968e-08,0,0,0.00386615662445311,3.07580818759146e-06,0,0,0,0,0,0,0,3.33066907387547e-16,0.407644020022461,0.796618577828308,8.71510102784523e-06,0,1.41390704766486e-06,1.43686105308349e-05,0.00215667779145412,0.00333107070095562,0,0,0.632052814830179,0.532115273765948,2.14737165016299e-06,0,5.81987791292704e-11,0.79792413741329,0.927281149097868,0.208545446062846,0,0,0.803042778834171,0.883432037585912,0.0436566046070398,0,0,0,0.356204845397868,0.038995166217783,0.000397583403042079,2.38051727219357e-08,0.388928712225425,0.000264358897705597,0.448307431132615,0,0,4.00346422679831e-13,0,0,0,0,0,2.53130849614536e-14,0,0,0,0,3.7016892633801e-05,0,0,4.99959751301127e-05,0,0,0.000869306385543167,0,5.33533217605964e-11,0,0,0,0,2.22044604925031e-15,0,0,0,0,0,0,0,0,0,0,1.40798509710161e-05,2.43649916185085e-05,0.00383247607612303
"hjorth mobility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21305848510045e-05,0,0.00167644360261554,0.00131705679234484,1.21181884227273e-06,0,0.00998957252512356,0,4.35314566049616e-05,1.13452619454613e-06,0,0,0,0.000451951918306381,0,8.28226376370367e-14,0,0,0,0,0,2.8700351430988e-06,1.22710619443467e-10,1.62562263650301e-09,0.17197778127665,0,0.0287455086045144,0.133607173131356,0.00346355892792416,0,0,0,0,3.98478374381561e-05,0.320977038809211,0.322393251945649,0,0,3.10963823579868e-08,0.00657302794433479,4.44755343664838e-13,0,0,2.26465372343831e-07,0.314401562921776,5.94074205511053e-05,0,0,0.404752005758021,0.0235729547389754,0.0665814023345868,0,1.10512010653707e-09,0.107590848634201,0.0795270725942436,0.0444792521028604,0,0,0,0.000485569772637584,0.184517310967071,0.0179844443520819,0,0,0.127082329409074,0.000136993623639503,0.544600585851337,2.32559527191256e-11,0,0,2.82548207053424e-10,0,0,0,0,0,0,0,0,0,0,0,0.037540629524673,0.000440041762584498,0,1.70396447618515e-07,0,0,0,1.04065241969264e-05,0,0,0,0,4.32982538711713e-11,0,0,0,0.00101877635391734,0,7.73381358953884e-13,0,8.21565038222616e-15,5.55111512312578e-16,4.28225566118101e-10,0,0
"katz fractal dim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922928896866974,0,0,0,0,2.41521758148622e-09,0,2.25452989610631e-11,0.00120515940087484,0,0,0,0,0,0,0,0,4.9960036108132e-15,5.06261699229071e-14,0,0,7.59031483795747e-05,0,0,0.00233375309131345,0,1.01777708483297e-08,0,0,0,0,0,0,1.4015599347772e-08,0.0130324868863144,0.625642020074306,0,0,0.00159394056021578,0,0.0551879433610356,0,0,3.77684924446342e-08,0.038648180295358,0.469644071281547,0,0,1.01351682468831e-06,0.000186618270935135,0.626787167589806,0,0,0,0.00190037163948054,0.743855845095234,0,0,0,0,3.25650348242945e-07,0.00458243064233443,0,0,0.0109551009842792,0,0.293698730516401,0,0,0,0,0,4.48530101948563e-14,0,0,0,0,0,0,0,0,0,0,0.0196618297068556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20847375834011e-05,0,9.09272657168003e-14,1.89674564943232e-09
"kurtosis ampl alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109760356156279,0.00408227558067331,8.43287661922432e-11,0,0.0556718122032364,0,0,9.37897824380141e-05,0,0,0,1.92843652158103e-09,0,1.432397300416e-05,0,0,0,0,0,0.000439308140702144,0,8.88178419700125e-16,0.279186894411272,0,0.0315796858366783,0.100264990006784,2.04856132057785e-11,0,0,0,2.22044604925031e-16,0.102120920813217,0.132838899540009,0.749848385936796,0,0,0.0395061256767005,0.0314986654190396,0.586341257035674,0,0,0.220190723432353,0.148881770418122,0.623546008894302,0,0,0.240779845804668,5.57435723530508e-05,0.658284749753184,0,1.14018794405979e-10,0.738313396306752,0.000292465666917985,0.59739111861769,0,0,0,0,0.0139631435035306,0.0945601756332759,0,0,0,0.177503427623601,0.665258941461676,0.00170928477948162,0,0,0,0,4.92372314653267e-06,0,0,0,0,0,0,0,2.009614696874e-11,0,1.9146029206496e-09,1.45661260830821e-13,0,0.102661963564301,0,0,0,0,3.54831377803455e-05,0,0,0,0,0,2.43860744153501e-07,0,9.02038327588173e-07,0,1.1198885036201e-05,0,0,0,0.00121629537874668,0,3.17031199070783e-08
"kurtosis ampl beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0529255294075e-06,0,1.11022302462516e-16,0.0926671692891211,0,0.000445391457692512,0,5.55111512312578e-16,0.0184379963277004,3.0112046944808e-07,2.49038207822405e-06,0.0974001762370836,0.00450368771137999,0.148188444734926,0.0116256536169016,0.0240638583746011,0.0257718383647316,0.652207679852312,0.27553726468115,0.533984973946388,0.393542332928642,0,0.0896634677416931,0,0,0,7.01510474843126e-06,0.629213774389826,0,0,0.00404703225222725,0.38210940077625,0,0.0644766422005607,0.678269851829431,0.0123149282369596,6.02704443575242e-06,0.28355835082714,0.10685982473995,0.0723578998295633,0.0880805194096104,0.188504823729282,2.349554995007e-10,0.103685755056065,0.806362074166766,0.00409958763969076,0.716255354891266,0.055272104779595,0.541050774815944,0.860587829108546,0.00905342224549766,0.428127316057869,0.00505969701751163,0.502102799764196,0.573358740233993,7.16608260753482e-06,1.38976369123966e-06,3.96349619791181e-14,0,0,0.00169095300178967,0,0,0,0,1.42166053374027e-08,0,1.6478473699566e-05,1.55431223447522e-15,0.0629379809767384,0.200265166751532,0.518077985984918,1.87318793920532e-06,0.00868301643611857,0.0102712585692919,0.531709637582707,0.279543850646449,0.015366433000689,1.75642882860316e-06,0.0792052079600452,0.211552406251203,0.0699369747358674,0.00606074403286239,0.318163163634628,0,0.000237776453266614,0.47968744323055,0.314910921505569,0.541646483615313,0.209662074336162,0.839382235775176,0.00180578642606422,0,0.0561992174975556,0.170527581236174,0.466854364291019,0.412182490360235,2.19393937628265e-05,0.1220462939155,0.00235059425161777,0.0491530012758652,0.00878479164036672,0,1.96132093892576e-05,0,4.37427871702312e-13
"kurtosis ampl delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482672891125269,0,5.54056228363464e-06,5.20901655143291e-09,0,0,0,0,0,0,0,0,7.38934858857121e-08,1.11907758615359e-08,0,0,0.0198000195211555,0,0,6.77724543152181e-11,7.47533777789577e-06,3.33066907387547e-16,0,0,0,0,0,0,1.20430463346199e-06,0.220156286068682,0.652269207826304,0,0,0.00386977808774935,7.35243227241167e-05,0.103510416607057,0,0,8.9948493686709e-06,0.202410665342773,0.737491795722296,0,3.33066907387547e-15,0.0877328690509268,0.179564988718764,0.745064999840744,0,0,9.53418944860118e-06,0.228750241018802,0.774703762733618,0,0,0,0,0,0.0223255623979712,0,0,0.020139584969543,0,0.025675597192341,0,0,0,0,0,2.00640954961528e-08,0,0,0,0,0,0,2.09108286242099e-11,0,0,1.42830192118026e-12,0.239711434386361,0,0,0,0,0,0,0,0,0,0,0,0,5.13427989012882e-09,0,0,0,0,0,0,6.44849148878635e-06,0,6.64983514919726e-08,0
"kurtosis ampl gamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01769148663777e-10,3.61408539317765e-07,1.99806837741789e-12,0,0.00366590712938253,0,1.16454625942453e-08,1.5463945679528e-09,0,0,0,1.6153745008296e-13,0,0.111481866162229,2.41271494250128e-06,1.44601886020723e-09,0.0738492047777265,0.568994280478614,0,0,0,0.435340800946961,0,0,3.84729026414732e-10,0.0241903562936404,0.0406100195036259,9.03896038765284e-05,0,2.22044604925031e-15,0.487821691918194,0.0166076714609941,0.350591249963451,2.47050697199658e-06,0.00177500668129826,0.0049624259617973,8.43147773821329e-12,0.0990634005025117,9.78328529299688e-13,6.23954152789707e-08,0.548245808971182,0.00961584681911598,0.339808022691622,0.000604268922418938,0.030821007332318,0.647486238191818,0.00678967937516539,0.734048593569709,0.000289385765701589,3.01751466613709e-06,0.524336358572439,0.0209550760560977,0.710810434271716,0,0,0.00136468214871455,0,7.62892334749132e-07,0.000714176248813425,3.30373950419016e-09,0,0,0,0,3.76576732019629e-08,0.0108077085147776,9.22062426411685e-12,0,0.0495699625093857,9.25171050880635e-12,0,1.49490086975845e-10,0,0,0,0.101907028388665,0,0,0.0114618762015561,6.72085842090553e-06,0,0,0.668421624471089,0,2.6462752877876e-08,6.31518317992796e-05,8.97494811802346e-09,9.99991168260106e-06,3.00870774960771e-08,0.0106329291581934,2.95607982536694e-12,0,0.0216292601453729,0,0,0,0,0,0,0,0,0,6.17118360857205e-08
"kurtosis ampl theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76765637829313e-05,0.000142202526779323,2.37050019472607e-05,5.97299987248334e-14,0,3.70790554748979e-06,5.77421965353153e-07,0,0,0,0,0,0.29041521398699,0.0118264940527961,0.106802737905572,0.00110999885304053,0.00325962249675771,8.11795297650519e-10,0,0.000147859453088706,0.0206008213830804,5.10036457512797e-12,3.33066907387547e-16,0,2.33146835171283e-15,0,0,8.60643112332582e-10,2.46694975558626e-08,0.331267545835745,0.15747741891429,0,4.32986979603811e-15,0.13342775760144,0.0010791053015764,0.123437370862168,0.000132963808548769,5.22455904183872e-06,4.86792085085952e-07,0.311357479658324,0.0196683412275486,6.66133814775094e-16,0.0405516151876972,0.00271929300389606,0.292732628516759,0.404399508142197,0.000216534545891989,0.000697547350643091,8.65886373713209e-09,0.43002572834521,0.781852151294824,0.00392024287453441,0,0,2.37809771874709e-13,0,0.00172014856782465,0,3.04689840024963e-08,0.000734014386648774,0,0.0394404757600053,0,0,0.0159080941950022,0,0,9.4845490350437e-08,7.30526750203353e-14,0,4.67990191044265e-09,0,0,0,0.00580851806039506,0,0,1.11761198895444e-06,1.62293468828345e-05,0,0,2.58435349786978e-08,5.43565192856477e-13,0.00122392518714265,1.85629289717326e-13,3.93368753903722e-07,4.76633821300254e-08,0,0.00831255687829824,0,0,1.74360822446928e-07,0,0,0,0,0,0,0,3.33066907387547e-16,4.08262312845409e-11,0
"life time alpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280183065249684,0.464368238307553,0.168102213692902,0,0,0,0,0,0.00133742465608555,0.0293112140385946,0.126289063320871,4.30244667193325e-05,8.77298234058799e-13,1.75919298467386e-05,0,0,9.39542292854867e-08,0,0,4.15530773165695e-05,0,0,0,0,0,1.00521613255466e-09,0,0,0.414470542330581,0.53687620769408,0.599923024820149,0.0525136618147424,0,0.251981656231754,0.337153288923464,0.189394283192366,0.0157875227514774,0,0.16661421216119,0.661571112238851,0.22421168994488,0.0209645426205713,0,0.107930868651113,0.74319741344662,0.341322944209568,0.00184480565399525,0,0.273781459468508,0.745874045860223,0.18456506330967,0.0100423476366801,0,0,0,0.62360556661787,0.444139734580883,0.13677288076733,1.22124532708767e-15,0.0291483366240515,0.239984009230324,0.051547868612457,3.44600576962506e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.31861167937697e-07,0,0,0.00433937087477232,0,0.353826115745027,0.000602109597785949,0,1.33226762955019e-15,0,0.000104551401588049,0,0,0,0,0,0,0,0.000551948539504687,0.014337572715845,0.126181927923814,9.56362056703242e-06,0,0,0.265270664376264,0.0665422185187163,0
"life time beta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329337651517272,0,1.11022302462516e-16,2.55351295663786e-15,0,0,0,2.1030909881592e-05,1.37329593918878e-07,0.000894901584884034,0,1.55361667975029e-09,0.0154490061313004,0,5.16233167826563e-05,0.272199085069156,1.12876530344863e-08,0.069411146961653,0.0209050969438036,0,0,0.121461819899356,0.0149383545218693,0,0,0,0.00415403468941933,0,0.0384334860210361,0.726960488628683,0,0,0.048235303963454,0.142901640860856,0.0430835413680781,0,2.09071638226366e-05,0,0.027787674952265,0.73120218161392,0,4.56171201517197e-05,0,0.75375777418286,0.614413307902686,3.01734880414628e-08,0.135616685932454,0,0.763904614329321,0.363642099187765,2.69784194983913e-14,0,0,4.90709149092439e-07,3.04761064027215e-05,0.0886157048625746,0,0,0,0.000278978104363725,0.0239349481437571,0.00133853807340978,0,0,1.11022302462516e-16,4.09315624283479e-07,0.0538925637414525,0,0,0,2.22044604925031e-16,6.8216905282803e-05,0,2.08161594628109e-08,0.0493499443579208,2.44249065417534e-15,9.75619018044327e-05,0,1.15019105351166e-13,9.76996261670138e-15,0,4.43303947521567e-05,4.97357707907042e-07,0.000483486972920333,0.137649843000185,5.91724324818799e-05,0,0,0,3.33575553845833e-08,0.0658423010913743,2.3208990285184e-11,2.67788185626117e-07,9.15905262743877e-09,0.0016236443119505,0,1.64201444019518e-06,0,0.033759920661341,0,4.96286587226002e-06
"life time delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000921921078632426,0.0238058070001249,4.27294798432953e-08,0.0048958642097563,0.00560692523623874,1.36216952717483e-07,1.55431223447522e-15,0,4.34885177869049e-08,0,0.109612318451854,0.454309911630679,0.27120325140763,0.0984132546473039,0.808817744194957,0.433049665156581,0.437961151506308,0.00389768629639786,0.366179540480978,9.75663994040588e-13,1.44741307828156e-09,1.0467182676166e-12,0.0897418934937003,0.0418089322360333,1.07564618394562e-05,0.0430535646356079,0.00560574083830523,0.154365011644052,0.510849371420848,0.000604416395672991,0.082253642441199,0.114913632466355,0.0091446495833919,0.0627859599369729,0.000177575346995029,0.0793551567969444,0.0182885744178418,0.230107902606803,0.841003654436434,0.00380050869735182,0.306414818311977,0.663010168735823,0.290093768926517,0.355693059111848,0.151996887383213,0.247167508638907,0.422452810414761,0.132466347467709,0.52703136721977,0.17377182656626,4.2264271822301e-06,0.000485864735818353,0.0367049353935277,0,0.170826321560336,1.30183971891462e-05,0.000989138630983266,0.000232148677708599,0,0.0595407679049091,0,0.0619442319349195,0.186767958162673,0.0225986584066791,0.000136785375288939,0.0884672076865853,0.000309357312828884,3.47425366253873e-08,0.000394368460495009,1.59854207648635e-09,3.87190019157657e-07,1.42295587757246e-06,0.124781582000228,2.17213861342103e-08,4.16696543936723e-09,0.239961328142475,0.605465844637879,0,3.28732552321576e-05,0.530690987669797,0.129336216322495,0.0627787503329948,0.000814007748758394,0.30995507206566,3.85104000327763e-05,0.0430969190133541,0.13375851652858,0.0202266264957933,2.25539249635309e-05,0.0741683801543865,2.11869410904342e-09,6.66133814775094e-16,0,3.0174567289265e-09,0,0.365374700963751,0.0970907639504465,0,0.000344031119875243,0.000151581190062977
"life time gamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280051537947523,0,0,0,7.46290002213712e-05,4.48024490617982e-07,9.36095645442947e-12,0,1.03156716502184e-09,0.000536955273396256,0,0,0.0345563158481903,0,0.00260899952754179,0,0,0,0.0605012149612718,0.00161906512565757,0,0,7.6765195757833e-06,7.98234618404337e-08,0,0.0958573507360609,0.125758655081353,0,0,0.0115168652512802,3.64423474403797e-05,0.00355773489634026,2.22044604925031e-16,2.35367281220533e-14,0,0.0834723376883888,0.0382028815891634,0,6.15143569415721e-09,0.163756590345574,0.764206335911198,0.299655324460095,0,5.75742002961732e-07,0.000105899698074063,0.545444595438108,0.713261797517674,0,0,0,2.22310014841298e-09,1.10710107747991e-10,0.00542476362358402,0,0,0,1.26795240973365e-11,0.00223450314497731,1.01791873441393e-06,0,0,1.05902153713089e-09,0,0.107835852092398,0,0,0,0,8.88178419700125e-15,0,0,4.25616273302953e-06,0,3.61435612550309e-08,0.106507734600777,2.69784194983913e-14,0,9.16284965251091e-05,2.67293036815275e-07,1.56011648044796e-10,0.0336917893145428,0.0222458382694927,0.0824550733724017,0,0,5.04027930503526e-11,0,0.0541402569291238,5.99520433297585e-15,2.17276190161986e-06,3.24559707998162e-08,3.97459842815806e-14,0,0.00979198544568027,0,0.000220396046443527,0,1.79797565724726e-09
"life time theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226856907000839,1.16788800852419e-11,1.68745017958827e-11,2.66524624592535e-08,0.202373041705052,7.35811325203173e-08,0.117315484113114,2.71750622005129e-10,9.41771660656343e-10,0.00175394325690503,0,0.000494232637218817,8.11883027473925e-09,0.000452656829913245,0.00397036818273255,0.54625090391398,0,0.0236567072174081,5.9678845354405e-07,5.45119505090952e-13,0,5.64579050177372e-10,1.62398893264193e-05,0.120724901680832,0.0428426558162709,0.314015006439005,0.83088957049074,0,1.77635683940025e-15,0.745560126591028,0.334660490647713,0.817941644640441,2.00247391464181e-05,0.00976717113389092,0.347777299655706,0.286101430978442,0.785408046306888,0,6.29417148401146e-08,0.361095122480245,0.0059406740352792,0.922097535323584,0,0.0167541556731522,0.443478970540258,0.0218453665457021,0.838534872697988,7.99080968061361e-09,7.90256748928186e-13,0,1.02422514913769e-11,0,0.152834064994452,0,8.34488700363067e-10,0,0,0.519627154337915,0,0,4.67187881469933e-06,7.32747196252603e-14,0.00284950951717877,0,4.74727945842801e-08,4.41868763800812e-14,0.00039543298044431,0.000185861248969132,0.015184818674997,0,0,2.32500465546792e-08,2.41260594857629e-06,0,0.000352776003585298,9.62046033916586e-05,0.256722841061858,0,0,0.157094706952727,0.240092923347326,0.587837492015302,0,0,1.1300810859316e-06,1.33226762955019e-15,0.000976902618364583,0,1.85926626558031e-05,0.189397521631754,1.46842169534978e-07,0.11466240910918,4.23565627016842e-11,0,0.00417929294992359,1.21875740513033e-05,0,0
